"asset_id","dev_eui","join_eui","app_key","provision_utc","fw_version","hw_version","hw_profile","name_prefix","tag_client","decal_type"
"UNIT-0048","464C589E1DA9C45B","5E563770BBBC541E","AE89C45672FDEBBFC47D9E0B44C12FA3","2026-06-14T18:28:20Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0049","464C58E56EFC2356","36E77B363CF98408","9D416E3B47992A6F19233FF5B8929BF1","2026-06-14T18:36:02Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0050","464C587D693CE431","82310CC129FB9733","5A56A75E14AF9815160988D052828AA7","2026-06-14T18:37:25Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0051","464C58FC980EB4CF","B2E8CBC149372822","50AF16EA438350C5D84A415449FFCE38","2026-06-14T18:38:34Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0052","464C58331138B918","663614E242FFD8DA","E89BD9608DDF217AE40F1062A15FE6A0","2026-06-14T18:40:17Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0053","464C58CFAB760CB5","DE1BB7A214677540","B4C2ECE55B359BEE8D9068A0D9054313","2026-06-14T18:41:58Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0054","464C58EE0BAC22F7","EE68C75868D45747","49C8C1F689090B7BE1224156BEE9754E","2026-06-14T18:43:33Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0055","464C58E336E1D3D9","96918015B389BCD4","C3D587EEED192908E3AFE8F6BC1F35E6","2026-06-14T18:46:24Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0056","464C588CF7A929A3","666BCDCA2735E942","7C3CB9E36B4E9FBD461BE1382585D4A0","2026-06-14T18:49:40Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0057","464C58AE9873C350","FEB3B0593682C0E4","F97D44B3CAE2D49FE4221EC11CF896F6","2026-06-14T18:51:12Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0058","464C58E9F2092E11","62D0A6D5B05EE831","C9047085646195B17732F04AA9454D1E","2026-06-14T18:53:59Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0059","464C586F0351DD07","4E697BCAAC0BEEC2","053DFF8C78DEEE99DA23C2BCFC4DBD41","2026-06-14T18:55:38Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0060","464C587516CDFFBF","9E20F8330B3B4FD6","F9F527709CDF8DB396D07DE4FC0DF091","2026-06-14T18:57:56Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0061","464C5809CF7E1463","E2EA747A8332341C","1DA9F0CECA6B0A5FFB7D3F49FBFD9B1F","2026-06-14T19:01:37Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0062","464C5869F07D2F64","7236AC1C2791267F","505AA4C0FB6D75DAE64EBC5510C7CC9F","2026-06-14T19:02:37Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0063","464C585D1BEC2D73","360F3CE92D62C20E","93146F978AC241447C711DC9C8B057ED","2026-06-14T19:03:45Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0064","464C5848197C6EF2","BAD3D3850592C548","C0611368B97B9CB84CB59DA5FE06F7F8","2026-06-14T19:05:59Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0065","464C5841EF7C9728","0E62132AD0E31D97","51E14BB60F2DAE3F501041334AF04575","2026-06-14T19:07:17Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0066","464C5826CF5F3851","82664D928BD194CF","AF50F87C61A597D51548B83F957173E8","2026-06-14T19:10:02Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0067","464C580BB1BEBBD5","6AC1F6DAC2389760","C2BB590AD6B51D7C5B42B4D7F01D6561","2026-06-14T19:11:42Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0068","464C5894FFFA0C62","F660EFDF6F18B1EF","276F3473DA0FC595BA0D1BEA58956CB8","2026-06-14T19:18:33Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0069","464C585D5F20F946","4227A4F11F05BE22","595E1351A682C6A7BFB0C5965DD3DA15","2026-06-14T19:19:58Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0070","464C589BD16B8772","6A6DBC80D2AFD9B4","58F1C857AB5C1E83383863239B71EC03","2026-06-14T19:21:18Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0071","464C58EDED556492","821C4782A643470D","0EB37C6A1ABA9C1E6741FE7BD6752B6A","2026-06-14T19:23:24Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0072","464C5856C7E893B3","9656AB6870CD7F80","F680275D3F0A4719432DF1D124C04C92","2026-06-14T19:26:28Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0073","464C58DDB8ADF664","7A4D06930FA266D1","E86E7DB2A5E2117E0FAF2BBA3CDC75B6","2026-06-14T19:27:45Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0074","464C58C5DCB66EAF","3A4D0EECB96C0DB2","4AF68C0653D3B097C89343A51099C405","2026-06-14T19:33:44Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0075","464C584E3770951C","AA5F44CC479CB48B","70B8CB143977000F3736A65C5D9D5895","2026-06-14T19:34:53Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0076","464C58768D732130","466BCF5C630F63D5","0AE64FF578F32B84041D3E399AE0ADFB","2026-06-14T19:37:47Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0077","464C58FF29592904","FA59C951D8B7A8B5","5F96ED480D69F936FCDD47FB8CDA4241","2026-06-14T19:38:54Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0078","464C58BB143C8014","A2948B6F74CC47E5","ECCB4319F5D5A129044746A81C220CC3","2026-06-14T19:40:16Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0079","464C58F7F4D4C9AE","6670DB3229049195","D21284DCB0B2CECFB152BAF55FFD6C28","2026-06-14T19:42:04Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0080","464C58E58F09F255","163F21DF5B5C4F68","355401ABA200E16999DEDB611642CEA3","2026-06-14T19:43:27Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0081","464C58592698B038","C238FCB0F7289829","D3AAF92E85A8199FF92C39274B668812","2026-06-14T19:45:26Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0082","464C586A0BB08556","F60CDF282E38EACF","669814B3439BF96BF5AE073EA57F25CD","2026-06-14T19:46:48Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0083","464C5818A4AD4A2C","8A40E6A337EDE18D","E85BD25998D17693CEB60EA60BBBA4C6","2026-06-14T19:50:32Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0084","464C581969FFE340","A640CE9F88DB5E05","9E67EC4B3547F886B4E2A298D7909305","2026-06-14T19:51:58Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0085","464C58E503D31752","82675BD72965E399","C49FC1DB7174B9C82C5A506F92D1CC22","2026-06-14T19:59:09Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0086","464C580A84F87F43","2A8E0E1073E715ED","43B422A95A72B5C48DF7AE7EAB20E175","2026-06-14T20:01:00Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0087","464C589751C1E114","56ADB1015AFAB8E8","C5A73E3ECDF4BFE848A2A3696EBE839A","2026-06-14T20:04:21Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0088","464C581DB48A7DBE","26110C8153A58F2D","A3D89ECA13405DCFE032205F5B7FC51A","2026-06-14T20:07:09Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0089","464C58A5570EEAB1","8EB53BA662D7F815","EA7AA6D0FF06DE0A4D845E11CF84B72F","2026-06-14T20:11:24Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0090","464C58436239D6AE","D6B9787DC1DEB792","B699A4232C046F45ABA3396DACF2D4E6","2026-06-14T20:13:46Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0091","464C58E9CC2D8B56","3AC19B6EA9BCA2E3","10D1EC515ACC17904133BD399330384E","2026-06-14T20:15:22Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0092","464C58B54239D348","2AE3264A398D943C","63626E14C00440FE04319FE3E9FFEBFF","2026-06-14T20:17:47Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0093","464C58DAFEE00DE3","EA3A5442AD19ECEC","9207BBE1CDDA969C0C9AE523A2109FB0","2026-06-14T20:19:46Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0094","464C5864368A2230","7EEE3C16CBC48F59","58CEE11B71E11285DADB88BA196BAF17","2026-06-14T20:21:19Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0095","464C588344BAEC9B","220D4C69882454CB","80CB40615421E4F220E5784D5A5BC4E8","2026-06-14T20:23:43Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0096","464C581750C474D1","3678C3697EAB70E7","BEEFFC61DA55AAA4F80F51840B80689B","2026-06-14T20:25:21Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0097","464C58B0E3A47927","326633ECF0096C44","3AE7FFADE7C0A1F8B9F1C65E96574A38","2026-06-14T20:29:12Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0098","464C58CFCA29908A","3AEF2EB677629C13","C6C4520580866CCD5016101963C77D46","2026-06-14T20:31:44Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0099","464C584865027D38","CA93B9791A73FFA5","B4C9D2D1EFD6D845F93E7AE3745668A9","2026-06-14T20:35:47Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0100","464C587BD726063D","6A43A1D7A7CB6FA1","BA0193D35673458F10240D6447121C57","2026-06-14T20:40:21Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0101","464C582CE8AAD401","7A822C0A1ABDB14D","CC0FAE74397A69936D1F0DCDEF5274BE","2026-06-14T20:42:48Z","1.5.0","1.4.1","FLEXBOX_PLUS","MRS","Marseille Provence Airport","Restroom"
"UNIT-0102","464C58DA78A1782D","8AC81BBC473A87E5","8782F9A1B4D44423CE74C8144EB2131B","2026-06-14T20:56:57Z","1.5.0","1.4.1","FLEXBOX_PLUS","OBB","Austrian Federal Railways","Restroom"
"UNIT-0103","464C58670DD49965","FA98C0AFE9C810FD","05D9EDF1702197D8A5DC5C9540694B5D","2026-06-14T21:06:02Z","1.5.0","1.4.1","FLEXBOX_PLUS","OBB","Austrian Federal Railways","Restroom"
"UNIT-0104","464C5898C08851BE","72FCDA1D337E0CD6","722BBC60BAED0BB08D36B5592CE3AD87","2026-06-14T21:24:27Z","1.5.0","1.4.1","FLEXBOX_PLUS","ELB","E.Leclerc Baleone","ENTER-ELB-UNIT-DECAL-TYPE"
"UNIT-0105","464C58ED180A3397","426648073F01117E","1466376821E71901978FC05C622A716B","2026-06-14T21:28:20Z","1.5.0","1.4.1","FLEXBOX_PLUS","ELB","E.Leclerc Baleone","ENTER-ELB-UNIT-DECAL-TYPE"
"UNIT-0106","464C58B10241C97E","A6D0224C84154178","D2817EAA704848A9D46CE9152D6B4E16","2026-06-14T21:32:02Z","1.5.0","1.4.1","FLEXBOX_PLUS","ELB","E.Leclerc Baleone","ENTER-ELB-UNIT-DECAL-TYPE"
"UNIT-0107","464C5880F27748F8","06A0FD384138D490","E9CA3666A77AA412AC9CA8B4E1B055FD","2026-06-14T21:34:33Z","1.5.0","1.4.1","FLEXBOX_PLUS","ELB","E.Leclerc Baleone","ENTER-ELB-UNIT-DECAL-TYPE"
"UNIT-0108","464C582CD7FFA071","62DD08BAFE324DC8","326B06F5648B5D06CB24A05705581EFA","2026-06-14T21:48:09Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0109","464C58B253B17826","BE22B33C5E923195","50FB0341981EE549F38A526E848232EB","2026-06-14T21:50:12Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0110","464C585FC5A8E49F","7259A4560276D5A7","E71704DE7DB5FEB302FE8D8E72C5D129","2026-06-14T21:53:33Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0111","464C58F095BF9AFB","6A2F77D350667606","CB52BC7AD6782F3676235755794DC408","2026-06-14T21:59:15Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0112","464C584DC71C5789","6280411996AEA27D","A73872A978A54657A0765A398D6D37EC","2026-06-14T22:00:45Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0113","464C580E4CEE0A41","EAA4CD6C9A4C9429","CAC32D44133AB88904303BB29CB548EA","2026-06-14T22:03:43Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0114","464C5870C4982FA3","4EA4701AF86D6BFA","3B6B81180C095CF5635D2870B0323E9A","2026-06-14T22:07:25Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0115","464C58375C6AEFA5","AE3FA06D95EB8FB6","BEFF86A0BCE90C4A97F37D41FEC2C95F","2026-06-14T22:14:47Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0116","464C583685EE66A8","9EF1B93D7E1C91A4","815F990B4F2D746DDD62E512173C2300","2026-06-14T22:16:39Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0117","464C583B7B22AE2C","9201BB1498AB91C5","FAA14B06648380A3A22E290F0AB8BDD2","2026-06-14T22:19:16Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0118","464C581E93B14D12","865214F3CEFFF8A6","65FCE8202B11460582AA518E0530EC4F","2026-06-14T22:21:11Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0119","464C589DC08A87FE","D2D7D43DE304AB6C","B92D4D81C21FB509A29B8CA674B55C0E","2026-06-14T22:24:43Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0120","464C582640D07843","AA86CA8F9B31E826","41AEF79424A3CFFAF394618C1FD466AB","2026-06-14T22:27:05Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0121","464C5891A19B2397","66D4A5F99D64034A","576FA1D09751E3D3D46767113822D3C1","2026-06-14T22:29:49Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0122","464C58166340EE63","EAE78303BD81AAD1","1A1598C5AFB63FC739731B625882545C","2026-06-14T22:31:46Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0123","464C587DCC508B75","E28B2C6FDF15775A","723FB6C6CE627E4317166D20677E54CF","2026-06-14T22:33:45Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0124","464C582EC7F54F1E","5A97157655F612D2","D726F49DAD287F396CB4BA24641055B3","2026-06-14T22:36:53Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0125","464C58DE2F53DF53","F69F0BA61FB3F6ED","3DBE620A60C9514822383E828C2CB70B","2026-06-14T22:40:06Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0126","464C58ED9F65E86A","7E8229394DEF943A","3A92DC5F23F37EF5C84C9709A2D9ABDE","2026-06-14T22:43:26Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0127","464C58D1E109B1E3","9AF5DFF9EF0C3940","592D290A28E70061DBFFFD1388CB87A7","2026-06-14T22:46:21Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0128","464C58B881BA51FC","72B519F60A526D58","5984FDD7C814519DD616D4DBFF15833E","2026-06-14T22:47:11Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
"UNIT-0129","464C5879585BA5C0","D63F7D3F9190A061","AFFE3A0AC083392556DB278C3EB5A0AF","2026-06-14T22:48:00Z","1.5.0","1.4.1","FLEXBOX","ENTER-CORSICA-AIRPORT-IATA","ENTER-CORSICA-AIRPORT-NAME","ENTER-CORSICA-AIRPORT-DECAL-TYPE"
